index,version,CompanyName,year,is_GAC,is_maserati,is_daihatsu,is_porsche,is_ds,is_smart,is_seres,is_cadillac,is_דודג',is_infinity,is_alfa-romeo,is_buick,is_sangiang,is_mini,is_dacia,is_landrover,is_volvo,is_chrysler,is_opel,is_isuzu,is_mercedes,is_lexus,is_audi,is_citroen,is_bmw,is_mitsubishi,is_subaru,is_ford,is_jeep,is_volkswagen,is_suzuki,is_peugeot,is_reno,is_tesla,is_nissan,is_chevrolet,is_mazda,is_skoda,is_MG,is_hyundai,is_siat,is_fiat,is_honda,is_kia,is_toyota,is_cupra,engine,engine_size,engine_type,current_mileage,hand,gearBox,color,original_onership,is_private_import,is_rented,is_leasing,is_company,is_private,next_test_in,annual_licensing_fee,car_length,size,large,small,mini,medium
203,סיאט איביזה IE REFERENCE,סיאט,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1390 ליטר בנזין,1390,בנזין,122000,2,2,כחול,פרטית,0,0,0,0,1,11,880,403.4,small,0,1,0,0
1244,סיאט לאון FR PLUS,סיאט,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1798 ליטר בנזין,1798,בנזין,98000,2,1,שחור מטלי,פרטית,0,0,0,0,1,10,1835,424.6,medium,0,0,0,1
152,סוזוקי SX4 GLA-HB,סוזוקי,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586 ליטר בנזין,1586,בנזין,72000,2,1,לבן,פרטית,0,0,0,0,1,3,1074,411.5,small,0,1,0,0
1921,סקודה אוקטביה AMBITION,סקודה,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1498 ליטר בנזין,1498,בנזין,130000,1,1,כסוף בהיר,ליסינג,0,0,1,0,0,1,1811,467.0,medium,0,0,0,1
1360,הונדה ג'אז TREND,הונדה,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1318 ליטר בנזין,1318,בנזין,76762,1,1,שחור,ליסינג,0,0,1,0,0,10,1529,402.8,small,0,1,0,0
772,ניסאן מיקרה VISIA,ניסאן,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1198 ליטר בנזין,1198,בנזין,48000,1,1,שחור מטלי,פרטית,0,0,0,0,1,6,1102,382.5,small,0,1,0,0
2679,מאזדה 5 S,מאזדה,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1999 ליטר בנזין,1999,בנזין,188000,3,1,אפור בהיר,פרטית,0,0,0,0,1,8,1369,450.5,medium,0,0,0,1
1001,מאזדה CX-5 SIGNATURE,מאזדה,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2488 ליטר בנזין,2488,בנזין,3500,1,1,לבן,פרטית,0,0,0,0,1,5,3366,455.0,medium,0,0,0,1
718,ניסאן X TRAIL TEKNA,ניסאן,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1598 ליטר דיזל,1598,דיזל,97000,1,1,אפור מטל,פרטית,0,0,0,0,1,11,2019,464.0,medium,0,0,0,1
612,יונדאי I25 INSPIRE,יונדאי,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1368 ליטר בנזין,1368,בנזין,130298,2,1,אפור מטאלי,פרטית,0,0,0,0,1,9,1205,437.0,medium,0,0,0,1
842,ניסאן קשקאי VISIA,ניסאן,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1197 ליטר בנזין,1197,בנזין,69000,2,1,כסף מטלי,פרטית,0,0,0,0,1,4,1835,437.7,medium,0,0,0,1
266,מאזדה CX-30 COMFORT,מאזדה,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1998 ליטר בנזין,1998,בנזין,46000,2,1,כסף,פרטית,0,0,0,0,1,11,2130,439.5,medium,0,0,0,1
